"","survived","pclass","sex","age","sibsp","parch","fare","embarked","class","who","adult_male","deck","embark_town","alive","alone"
"328",1,1,"female",48,0,0,25.9292,"S","First","woman","False","D","Southampton","yes","True"
"329",0,1,"male",NA,0,0,25.925,"S","First","man","True","","Southampton","no","True"
"330",0,1,"male",47,0,0,25.5875,"S","First","man","True","E","Southampton","no","True"
"331",0,3,"male",NA,3,1,25.4667,"S","Third","man","True","","Southampton","no","False"
"332",0,3,"female",NA,3,1,25.4667,"S","Third","woman","False","","Southampton","no","False"
"333",0,3,"female",NA,3,1,25.4667,"S","Third","woman","False","","Southampton","no","False"
"334",0,3,"female",NA,3,1,25.4667,"S","Third","woman","False","","Southampton","no","False"
"335",1,3,"female",NA,1,0,24.15,"Q","Third","woman","False","","Queenstown","yes","False"
"336",0,3,"female",10,0,2,24.15,"S","Third","child","False","","Southampton","no","False"
"337",0,3,"male",NA,0,0,24.15,"Q","Third","man","True","","Queenstown","no","True"
"338",0,3,"male",24,2,0,24.15,"S","Third","man","True","","Southampton","no","False"
"339",0,3,"male",36,1,1,24.15,"S","Third","man","True","","Southampton","no","False"
"340",0,3,"male",NA,1,0,24.15,"Q","Third","man","True","","Queenstown","no","False"
"341",0,3,"female",30,1,1,24.15,"S","Third","woman","False","","Southampton","no","False"
"342",0,3,"male",39,0,0,24.15,"S","Third","man","True","","Southampton","no","True"
"343",0,2,"male",30,1,0,24,"C","Second","man","True","","Cherbourg","no","False"
"344",1,2,"female",28,1,0,24,"C","Second","woman","False","","Cherbourg","yes","False"
"345",0,3,"male",NA,1,2,23.45,"S","Third","man","True","","Southampton","no","False"
"346",0,3,"female",NA,1,2,23.45,"S","Third","woman","False","","Southampton","no","False"
"347",1,3,"male",NA,2,0,23.25,"Q","Third","man","True","","Queenstown","yes","False"
"348",1,3,"female",NA,2,0,23.25,"Q","Third","woman","False","","Queenstown","yes","False"
"349",1,2,"female",34,0,1,23,"S","Second","woman","False","","Southampton","yes","False"
"350",1,2,"female",18,0,1,23,"S","Second","woman","False","","Southampton","yes","False"
"351",1,2,"female",4,1,1,23,"S","Second","child","False","","Southampton","yes","False"
"352",1,2,"female",54,1,3,23,"S","Second","woman","False","","Southampton","yes","False"
"353",0,3,"male",28,0,0,22.525,"S","Third","man","True","","Southampton","no","True"
"354",1,3,"female",NA,1,1,22.3583,"C","Third","woman","False","F","Cherbourg","yes","False"
"355",1,3,"female",NA,0,2,22.3583,"C","Third","woman","False","","Cherbourg","yes","False"
"356",1,3,"female",4,0,2,22.025,"S","Third","child","False","","Southampton","yes","False"
"357",0,3,"male",NA,2,0,21.6792,"C","Third","man","True","","Cherbourg","no","False"
"358",0,3,"male",2,3,1,21.075,"S","Third","child","False","","Southampton","no","False"
"359",0,3,"female",8,3,1,21.075,"S","Third","child","False","","Southampton","no","False"
"360",0,3,"female",3,3,1,21.075,"S","Third","child","False","","Southampton","no","False"
"361",0,3,"female",29,0,4,21.075,"S","Third","woman","False","","Southampton","no","False"
"362",0,2,"female",27,1,0,21,"S","Second","woman","False","","Southampton","no","False"
"363",0,2,"male",29,1,0,21,"S","Second","man","True","","Southampton","no","False"
"364",1,2,"female",35,0,0,21,"S","Second","woman","False","","Southampton","yes","True"
"365",0,2,"male",34,1,0,21,"S","Second","man","True","","Southampton","no","False"
"366",0,2,"male",34,1,0,21,"S","Second","man","True","","Southampton","no","False"
"367",1,2,"female",30,3,0,21,"S","Second","woman","False","","Southampton","yes","False"
"368",0,3,"male",26,1,2,20.575,"S","Third","man","True","","Southampton","no","False"
"369",1,3,"male",1,1,2,20.575,"S","Third","child","False","","Southampton","yes","False"
"370",1,3,"male",9,0,2,20.525,"S","Third","child","False","","Southampton","yes","False"
"371",1,3,"female",31,1,1,20.525,"S","Third","woman","False","","Southampton","yes","False"
"372",0,3,"male",33,1,1,20.525,"S","Third","man","True","","Southampton","no","False"
"373",1,3,"female",35,1,1,20.25,"S","Third","woman","False","","Southampton","yes","False"
"374",0,3,"male",16,1,1,20.25,"S","Third","man","True","","Southampton","no","False"
"375",0,3,"female",41,0,2,20.2125,"S","Third","woman","False","","Southampton","no","False"
"376",0,3,"male",18,1,1,20.2125,"S","Third","man","True","","Southampton","no","False"
"377",0,3,"male",NA,1,0,19.9667,"S","Third","man","True","","Southampton","no","False"
"378",0,3,"male",NA,1,0,19.9667,"S","Third","man","True","","Southampton","no","False"
"379",1,2,"female",41,0,1,19.5,"S","Second","woman","False","","Southampton","yes","False"
"380",1,2,"female",13,0,1,19.5,"S","Second","child","False","","Southampton","yes","False"
"381",1,3,"female",5,2,1,19.2583,"C","Third","child","False","","Cherbourg","yes","False"
"382",1,3,"female",0.75,2,1,19.2583,"C","Third","child","False","","Cherbourg","yes","False"
"383",1,3,"female",0.75,2,1,19.2583,"C","Third","child","False","","Cherbourg","yes","False"
"384",1,3,"female",24,0,3,19.2583,"C","Third","woman","False","","Cherbourg","yes","False"
"385",1,3,"male",26,0,0,18.7875,"C","Third","man","True","","Cherbourg","yes","True"
"386",0,3,"male",11,0,0,18.7875,"C","Third","child","False","","Cherbourg","no","True"
"387",1,2,"male",3,1,1,18.75,"S","Second","child","False","","Southampton","yes","False"
"388",1,2,"female",24,2,3,18.75,"S","Second","woman","False","","Southampton","yes","False"
"389",1,2,"male",0.83,1,1,18.75,"S","Second","child","False","","Southampton","yes","False"
"390",0,3,"female",31,1,0,18,"S","Third","woman","False","","Southampton","no","False"
"391",0,3,"female",18,2,0,18,"S","Third","woman","False","","Southampton","no","False"
"392",0,3,"male",16,2,0,18,"S","Third","man","True","","Southampton","no","False"
"393",0,3,"female",18,1,0,17.8,"S","Third","woman","False","","Southampton","no","False"
"394",0,3,"male",25,1,0,17.8,"S","Third","man","True","","Southampton","no","False"
"395",1,3,"female",36,1,0,17.4,"S","Third","woman","False","","Southampton","yes","False"
"396",1,3,"female",4,1,1,16.7,"S","Third","child","False","G","Southampton","yes","False"
"397",1,3,"female",24,0,2,16.7,"S","Third","woman","False","G","Southampton","yes","False"
"398",0,3,"male",44,0,1,16.1,"S","Third","man","True","","Southampton","no","False"
"399",0,3,"male",30,1,0,16.1,"S","Third","man","True","","Southampton","no","False"
"400",1,3,"female",NA,1,0,16.1,"S","Third","woman","False","","Southampton","yes","False"
"401",1,3,"female",NA,1,0,16.1,"S","Third","woman","False","","Southampton","yes","False"
"402",0,3,"female",26,1,0,16.1,"S","Third","woman","False","","Southampton","no","False"
"403",0,3,"male",21,0,0,16.1,"S","Third","man","True","","Southampton","no","True"
"404",0,3,"male",NA,1,0,16.1,"S","Third","man","True","","Southampton","no","False"
"405",0,3,"male",28.5,0,0,16.1,"S","Third","man","True","","Southampton","no","True"
"406",0,3,"male",24,1,0,16.1,"S","Third","man","True","","Southampton","no","False"
"407",1,2,"female",55,0,0,16,"S","Second","woman","False","","Southampton","yes","True"
"408",1,3,"male",3,1,1,15.9,"S","Third","child","False","","Southampton","yes","False"
"409",1,3,"male",9,1,1,15.9,"S","Third","child","False","","Southampton","yes","False"
"410",1,3,"female",33,3,0,15.85,"S","Third","woman","False","","Southampton","yes","False"
"411",1,3,"female",24,1,0,15.85,"S","Third","woman","False","","Southampton","yes","False"
"412",0,3,"male",32,1,0,15.85,"S","Third","man","True","","Southampton","no","False"
"413",0,3,"male",28,1,0,15.85,"S","Third","man","True","","Southampton","no","False"
"414",1,2,"female",40,0,0,15.75,"S","Second","woman","False","","Southampton","yes","True"
"415",1,3,"female",1,0,2,15.7417,"C","Third","child","False","","Cherbourg","yes","False"
"416",1,3,"male",20,1,1,15.7417,"C","Third","man","True","","Cherbourg","yes","False"
"417",0,3,"male",36,1,0,15.55,"S","Third","man","True","","Southampton","no","False"
"418",0,3,"male",NA,1,0,15.5,"Q","Third","man","True","","Queenstown","no","False"
"419",1,3,"female",NA,1,0,15.5,"Q","Third","woman","False","","Queenstown","yes","False"
"420",0,3,"male",40,1,1,15.5,"Q","Third","man","True","","Queenstown","no","False"
"421",1,3,"female",NA,1,0,15.5,"Q","Third","woman","False","","Queenstown","yes","False"
"422",0,3,"male",NA,1,0,15.5,"Q","Third","man","True","","Queenstown","no","False"
"423",1,3,"female",NA,1,0,15.5,"Q","Third","woman","False","","Queenstown","yes","False"
"424",0,3,"female",32,1,1,15.5,"Q","Third","woman","False","","Queenstown","no","False"
"425",0,3,"male",NA,0,0,15.5,"Q","Third","man","True","","Queenstown","no","True"
"426",1,3,"male",NA,1,1,15.2458,"C","Third","man","True","","Cherbourg","yes","False"
"427",0,3,"female",NA,0,2,15.2458,"C","Third","woman","False","","Cherbourg","no","False"
"428",1,3,"female",29,0,2,15.2458,"C","Third","woman","False","","Cherbourg","yes","False"
"429",1,3,"male",NA,1,1,15.2458,"C","Third","man","True","","Cherbourg","yes","False"
"430",0,3,"female",9,1,1,15.2458,"C","Third","child","False","","Cherbourg","no","False"
"431",0,3,"male",NA,0,0,15.1,"S","Third","man","True","","Southampton","no","True"
"432",0,2,"male",NA,0,0,15.05,"C","Second","man","True","","Cherbourg","no","True"
"433",0,2,"male",23,0,0,15.0458,"C","Second","man","True","","Cherbourg","no","True"
"434",0,2,"male",47,0,0,15,"S","Second","man","True","","Southampton","no","True"
"435",0,3,"female",47,1,0,14.5,"S","Third","woman","False","","Southampton","no","False"
"436",0,3,"male",40.5,0,2,14.5,"S","Third","man","True","","Southampton","no","False"
"437",1,2,"female",24,0,2,14.5,"S","Second","woman","False","","Southampton","yes","False"
"438",0,3,"male",NA,0,0,14.5,"S","Third","man","True","","Southampton","no","True"
"439",0,3,"male",19,0,0,14.5,"S","Third","man","True","","Southampton","no","True"
"440",1,2,"male",0.67,1,1,14.5,"S","Second","child","False","","Southampton","yes","False"
"441",0,3,"male",NA,0,0,14.5,"S","Third","man","True","","Southampton","no","True"
"442",0,3,"female",17,0,0,14.4583,"C","Third","woman","False","","Cherbourg","no","True"
"443",0,3,"male",NA,0,0,14.4583,"C","Third","man","True","","Cherbourg","no","True"
"444",0,3,"female",NA,1,0,14.4583,"C","Third","woman","False","","Cherbourg","no","False"
"445",0,3,"male",26,1,0,14.4542,"C","Third","man","True","","Cherbourg","no","False"
"446",0,3,"female",14.5,1,0,14.4542,"C","Third","child","False","","Cherbourg","no","False"
"447",0,3,"female",NA,1,0,14.4542,"C","Third","woman","False","","Cherbourg","no","False"
"448",0,3,"female",45,0,1,14.4542,"C","Third","woman","False","","Cherbourg","no","False"
"449",0,3,"male",27,1,0,14.4542,"C","Third","man","True","","Cherbourg","no","False"
"450",0,3,"female",18,0,1,14.4542,"C","Third","woman","False","","Cherbourg","no","False"
"451",1,3,"female",15,1,0,14.4542,"C","Third","child","False","","Cherbourg","yes","False"
"452",0,3,"female",28,1,1,14.4,"S","Third","woman","False","","Southampton","no","False"
"453",0,3,"male",34,1,1,14.4,"S","Third","man","True","","Southampton","no","False"
"454",0,3,"male",41,2,0,14.1083,"S","Third","man","True","","Southampton","no","False"
"455",0,2,"male",54,0,0,14,"S","Second","man","True","","Southampton","no","True"
"456",1,2,"male",NA,0,0,13.8625,"C","Second","man","True","","Cherbourg","yes","True"
"457",1,2,"female",27,1,0,13.8583,"C","Second","woman","False","","Cherbourg","yes","False"
"458",1,2,"female",23,0,0,13.7917,"C","Second","woman","False","D","Cherbourg","yes","True"
"459",0,2,"male",59,0,0,13.5,"S","Second","man","True","","Southampton","no","True"
"460",0,2,"male",28,0,0,13.5,"S","Second","man","True","","Southampton","no","True"
"461",0,2,"male",52,0,0,13.5,"S","Second","man","True","","Southampton","no","True"
"462",1,2,"female",45,0,0,13.5,"S","Second","woman","False","","Southampton","yes","True"
"463",1,3,"female",4,0,1,13.4167,"C","Third","child","False","","Cherbourg","yes","False"
"464",1,2,"male",NA,0,0,13,"S","Second","man","True","","Southampton","yes","True"
"465",1,2,"male",34,0,0,13,"S","Second","man","True","D","Southampton","yes","True"
"466",1,2,"female",32.5,0,0,13,"S","Second","woman","False","E","Southampton","yes","True"
"467",0,2,"male",25,0,0,13,"S","Second","man","True","","Southampton","no","True"
"468",0,2,"male",42,0,0,13,"S","Second","man","True","","Southampton","no","True"
"469",0,2,"male",30,0,0,13,"S","Second","man","True","","Southampton","no","True"
"470",1,2,"female",32,0,0,13,"S","Second","woman","False","","Southampton","yes","True"
"471",0,2,"male",19,0,0,13,"S","Second","man","True","","Southampton","no","True"
"472",0,2,"female",24,0,0,13,"S","Second","woman","False","","Southampton","no","True"
"473",0,2,"male",30,0,0,13,"S","Second","man","True","","Southampton","no","True"
"474",0,2,"male",27,0,0,13,"S","Second","man","True","","Southampton","no","True"
"475",0,2,"male",18,0,0,13,"S","Second","man","True","","Southampton","no","True"
"476",1,2,"male",42,0,0,13,"S","Second","man","True","","Southampton","yes","True"
"477",1,2,"female",36,0,0,13,"S","Second","woman","False","D","Southampton","yes","True"
"478",0,2,"male",28,0,0,13,"S","Second","man","True","","Southampton","no","True"
"479",0,2,"male",25,0,0,13,"S","Second","man","True","","Southampton","no","True"
"480",0,2,"male",36,0,0,13,"S","Second","man","True","","Southampton","no","True"
"481",1,2,"female",24,0,0,13,"S","Second","woman","False","F","Southampton","yes","True"
"482",1,2,"female",40,0,0,13,"S","Second","woman","False","","Southampton","yes","True"
"483",0,2,"female",38,0,0,13,"S","Second","woman","False","","Southampton","no","True"
"484",1,2,"female",36,0,0,13,"S","Second","woman","False","","Southampton","yes","True"
"485",1,2,"female",18,0,2,13,"S","Second","woman","False","","Southampton","yes","False"
"486",0,2,"male",30,0,0,13,"S","Second","man","True","","Southampton","no","True"
"487",1,2,"female",28,0,0,13,"S","Second","woman","False","","Southampton","yes","True"
"488",0,2,"male",48,0,0,13,"S","Second","man","True","","Southampton","no","True"
"489",1,2,"female",34,0,0,13,"S","Second","woman","False","","Southampton","yes","True"
"490",1,2,"female",28,0,0,13,"S","Second","woman","False","","Southampton","yes","True"
"491",0,2,"male",23,0,0,13,"S","Second","man","True","","Southampton","no","True"
"492",0,2,"male",25,0,0,13,"S","Second","man","True","","Southampton","no","True"
"493",1,2,"male",31,0,0,13,"S","Second","man","True","","Southampton","yes","True"
"494",0,2,"male",52,0,0,13,"S","Second","man","True","","Southampton","no","True"
"495",0,2,"male",34,0,0,13,"S","Second","man","True","","Southampton","no","True"
"496",0,2,"male",50,0,0,13,"S","Second","man","True","","Southampton","no","True"
"497",0,2,"male",23,0,0,13,"S","Second","man","True","","Southampton","no","True"
"498",0,2,"male",23,0,0,13,"S","Second","man","True","","Southampton","no","True"
"499",1,2,"female",30,0,0,13,"S","Second","woman","False","","Southampton","yes","True"
"500",0,2,"male",39,0,0,13,"S","Second","man","True","","Southampton","no","True"
"501",0,2,"male",34,0,0,13,"S","Second","man","True","","Southampton","no","True"
"502",0,2,"male",39,0,0,13,"S","Second","man","True","","Southampton","no","True"
"503",0,2,"male",24,0,0,13,"S","Second","man","True","","Southampton","no","True"
"504",1,2,"female",42,0,0,13,"S","Second","woman","False","","Southampton","yes","True"
"505",0,2,"male",27,0,0,13,"S","Second","man","True","","Southampton","no","True"
"506",0,2,"male",36,0,0,12.875,"C","Second","man","True","D","Cherbourg","no","True"
"507",1,2,"female",28,0,0,12.65,"S","Second","woman","False","","Southampton","yes","True"
"508",0,2,"male",51,0,0,12.525,"S","Second","man","True","","Southampton","no","True"
"509",1,3,"female",30,0,0,12.475,"S","Third","woman","False","","Southampton","yes","True"
"510",1,3,"male",6,0,1,12.475,"S","Third","child","False","E","Southampton","yes","False"
"511",1,3,"female",5,0,0,12.475,"S","Third","child","False","","Southampton","yes","True"
"512",1,3,"female",27,0,1,12.475,"S","Third","woman","False","E","Southampton","yes","False"
"513",1,2,"female",NA,0,0,12.35,"Q","Second","woman","False","E","Queenstown","yes","True"
"514",1,2,"female",30,0,0,12.35,"Q","Second","woman","False","","Queenstown","yes","True"
"515",0,2,"male",57,0,0,12.35,"Q","Second","man","True","","Queenstown","no","True"
"516",1,3,"female",2,0,1,12.2875,"S","Third","child","False","","Southampton","yes","False"
"517",0,2,"male",33,0,0,12.275,"S","Second","man","True","","Southampton","no","True"
"518",1,2,"female",17,0,0,12,"C","Second","woman","False","","Cherbourg","yes","True"
"519",0,2,"male",18,0,0,11.5,"S","Second","man","True","","Southampton","no","True"
"520",0,2,"male",23,2,1,11.5,"S","Second","man","True","","Southampton","no","False"
"521",0,2,"male",18,0,0,11.5,"S","Second","man","True","","Southampton","no","True"
"522",0,2,"male",21,1,0,11.5,"S","Second","man","True","","Southampton","no","False"
"523",1,3,"female",14,1,0,11.2417,"C","Third","child","False","","Cherbourg","yes","False"
"524",1,3,"male",12,1,0,11.2417,"C","Third","child","False","","Cherbourg","yes","False"
"525",1,3,"female",27,0,2,11.1333,"S","Third","woman","False","","Southampton","yes","False"
"526",1,3,"female",1,1,1,11.1333,"S","Third","child","False","","Southampton","yes","False"
"527",1,3,"male",4,1,1,11.1333,"S","Third","child","False","","Southampton","yes","False"
"528",0,3,"female",22,0,0,10.5167,"S","Third","woman","False","","Southampton","no","True"
"529",0,2,"male",66,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"530",1,2,"female",21,0,0,10.5,"S","Second","woman","False","","Southampton","yes","True"
"531",1,2,"female",29,0,0,10.5,"S","Second","woman","False","F","Southampton","yes","True"
"532",0,2,"male",32,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"533",1,2,"female",17,0,0,10.5,"S","Second","woman","False","","Southampton","yes","True"
"534",0,2,"male",30,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"535",1,2,"male",19,0,0,10.5,"S","Second","man","True","","Southampton","yes","True"
"536",0,2,"male",24,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"537",0,2,"male",19,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"538",0,2,"male",29,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"539",0,2,"male",36,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"540",0,2,"male",23,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"541",0,2,"male",31,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"542",1,2,"female",50,0,0,10.5,"S","Second","woman","False","","Southampton","yes","True"
"543",1,2,"female",34,0,0,10.5,"S","Second","woman","False","F","Southampton","yes","True"
"544",1,2,"female",50,0,0,10.5,"S","Second","woman","False","","Southampton","yes","True"
"545",1,2,"male",62,0,0,10.5,"S","Second","man","True","","Southampton","yes","True"
"546",0,2,"male",26,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"547",0,2,"male",70,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"548",1,2,"female",27,0,0,10.5,"S","Second","woman","False","E","Southampton","yes","True"
"549",0,2,"female",57,0,0,10.5,"S","Second","woman","False","E","Southampton","no","True"
"550",0,2,"male",35,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"551",0,2,"male",16,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"552",0,2,"male",28,0,0,10.5,"S","Second","man","True","","Southampton","no","True"
"553",0,3,"female",2,0,1,10.4625,"S","Third","child","False","G","Southampton","no","False"
"554",0,3,"female",29,1,1,10.4625,"S","Third","woman","False","G","Southampton","no","False"
"555",0,3,"male",19,0,0,10.1708,"S","Third","man","True","","Southampton","no","True"
"556",0,3,"male",20,0,0,9.8458,"S","Third","man","True","","Southampton","no","True"
"557",1,3,"female",18,0,0,9.8417,"S","Third","woman","False","","Southampton","yes","True"
"558",0,3,"female",22,0,0,9.8375,"S","Third","woman","False","","Southampton","no","True"
"559",0,3,"female",20,1,0,9.825,"S","Third","woman","False","","Southampton","no","False"
"560",0,3,"female",21,1,0,9.825,"S","Third","woman","False","","Southampton","no","False"
"561",1,3,"female",63,0,0,9.5875,"S","Third","woman","False","","Southampton","yes","True"
"562",0,3,"female",37,0,0,9.5875,"S","Third","woman","False","","Southampton","no","True"
"563",1,3,"male",29,0,0,9.5,"S","Third","man","True","","Southampton","yes","True"
"564",0,3,"male",28,0,0,9.5,"S","Third","man","True","","Southampton","no","True"
"565",0,3,"male",16,0,0,9.5,"S","Third","man","True","","Southampton","no","True"
"566",1,3,"male",30,0,0,9.5,"S","Third","man","True","","Southampton","yes","True"
"567",0,3,"male",28,0,0,9.5,"S","Third","man","True","","Southampton","no","True"
"568",0,3,"male",20,0,0,9.5,"S","Third","man","True","","Southampton","no","True"
"569",0,3,"male",33,0,0,9.5,"S","Third","man","True","","Southampton","no","True"
"570",0,3,"male",24,0,0,9.5,"S","Third","man","True","","Southampton","no","True"
"571",0,3,"male",NA,0,0,9.5,"S","Third","man","True","","Southampton","no","True"
"572",0,3,"male",29,0,0,9.4833,"S","Third","man","True","","Southampton","no","True"
"573",0,3,"female",40,1,0,9.475,"S","Third","woman","False","","Southampton","no","False"
"574",0,3,"male",22,0,0,9.35,"S","Third","man","True","","Southampton","no","True"
"575",1,3,"female",18,0,1,9.35,"S","Third","woman","False","","Southampton","yes","False"
"576",0,3,"male",23,0,0,9.225,"S","Third","man","True","","Southampton","no","True"
"577",0,3,"male",20,0,0,9.225,"S","Third","man","True","","Southampton","no","True"
"578",0,3,"male",16,0,0,9.2167,"S","Third","man","True","","Southampton","no","True"
"579",0,3,"male",22,0,0,9,"S","Third","man","True","","Southampton","no","True"
"580",0,3,"male",47,0,0,9,"S","Third","man","True","","Southampton","no","True"
"581",0,3,"female",24,0,0,8.85,"S","Third","woman","False","","Southampton","no","True"
"582",0,3,"male",NA,0,0,8.7125,"C","Third","man","True","","Cherbourg","no","True"
"583",1,3,"female",31,0,0,8.6833,"S","Third","woman","False","","Southampton","yes","True"
"584",0,3,"male",26,2,0,8.6625,"S","Third","man","True","","Southampton","no","False"
"585",0,3,"male",NA,0,0,8.6625,"S","Third","man","True","","Southampton","no","True"
"586",0,3,"male",17,0,0,8.6625,"S","Third","man","True","","Southampton","no","True"
"587",0,3,"male",33,0,0,8.6625,"C","Third","man","True","","Cherbourg","no","True"
"588",0,3,"male",42,0,0,8.6625,"S","Third","man","True","","Southampton","no","True"
"589",0,3,"female",20,0,0,8.6625,"S","Third","woman","False","","Southampton","no","True"
"590",0,3,"male",38,0,0,8.6625,"S","Third","man","True","","Southampton","no","True"
"591",0,3,"male",17,0,0,8.6625,"S","Third","man","True","","Southampton","no","True"
"592",0,3,"female",30,0,0,8.6625,"S","Third","woman","False","","Southampton","no","True"
"593",0,3,"male",20,0,0,8.6625,"S","Third","man","True","","Southampton","no","True"
"594",1,3,"male",27,0,0,8.6625,"S","Third","man","True","","Southampton","yes","True"
"595",0,3,"male",21,0,0,8.6625,"S","Third","man","True","","Southampton","no","True"
"596",0,3,"male",17,0,0,8.6625,"S","Third","man","True","","Southampton","no","True"
"597",0,3,"male",33,0,0,8.6542,"S","Third","man","True","","Southampton","no","True"
"598",1,3,"male",0.42,0,1,8.5167,"C","Third","child","False","","Cherbourg","yes","False"
"599",0,3,"male",NA,0,0,8.4583,"Q","Third","man","True","","Queenstown","no","True"
"600",0,3,"male",21,0,0,8.4333,"S","Third","man","True","","Southampton","no","True"
"601",0,3,"male",42,0,1,8.4042,"S","Third","man","True","","Southampton","no","False"
"602",0,3,"male",32,0,0,8.3625,"S","Third","man","True","","Southampton","no","True"
"603",0,3,"male",18,0,0,8.3,"S","Third","man","True","","Southampton","no","True"
"604",0,3,"male",19,0,0,8.1583,"S","Third","man","True","","Southampton","no","True"
"605",0,3,"female",NA,0,0,8.1375,"Q","Third","woman","False","","Queenstown","no","True"
"606",1,3,"male",NA,0,0,8.1125,"S","Third","man","True","","Southampton","yes","True"
"607",0,3,"male",35,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"608",0,3,"male",20,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"609",0,3,"male",21,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"610",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"611",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"612",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"613",0,3,"male",24,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"614",0,3,"male",29,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"615",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"616",0,3,"male",22,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"617",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"618",0,3,"male",55.5,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"619",0,3,"male",30,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"620",1,3,"male",18,0,0,8.05,"S","Third","man","True","","Southampton","yes","True"
"621",1,3,"male",16,0,0,8.05,"S","Third","man","True","","Southampton","yes","True"
"622",0,3,"male",51,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"623",1,3,"male",19,0,0,8.05,"S","Third","man","True","","Southampton","yes","True"
"624",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"625",1,3,"male",45,0,0,8.05,"S","Third","man","True","","Southampton","yes","True"
"626",0,3,"male",19,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"627",0,3,"male",26,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"628",0,3,"female",NA,0,0,8.05,"S","Third","woman","False","","Southampton","no","True"
"629",1,3,"male",32,0,0,8.05,"S","Third","man","True","E","Southampton","yes","True"
"630",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"631",0,3,"male",34,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"632",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"633",0,3,"male",50,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"634",0,3,"male",30,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"635",0,3,"male",21,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"636",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"637",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"638",0,3,"female",NA,0,0,8.05,"S","Third","woman","False","","Southampton","no","True"
"639",0,3,"male",16,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"640",0,3,"male",22,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"641",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"642",0,3,"male",44,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"643",0,3,"male",35,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"644",0,3,"male",43,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"645",0,3,"male",24.5,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"646",0,3,"male",44,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"647",0,3,"male",34,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"648",0,3,"male",30.5,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"649",0,3,"male",NA,0,0,8.05,"S","Third","man","True","","Southampton","no","True"
"650",1,3,"female",15,0,0,8.0292,"Q","Third","child","False","","Queenstown","yes","True"
"651",1,3,"female",26,0,0,7.925,"S","Third","woman","False","","Southampton","yes","True"
"652",1,3,"female",17,4,2,7.925,"S","Third","woman","False","","Southampton","yes","False"
"653",0,3,"male",37,2,0,7.925,"S","Third","man","True","","Southampton","no","False"
"654",0,3,"male",21,0,0,7.925,"S","Third","man","True","","Southampton","no","True"
"655",0,3,"male",21,0,0,7.925,"S","Third","man","True","","Southampton","no","True"
"656",1,3,"female",27,0,0,7.925,"S","Third","woman","False","","Southampton","yes","True"
"657",0,3,"male",32,0,0,7.925,"S","Third","man","True","","Southampton","no","True"
